date,000300,000688,000922,000015,399989,931071,000069,930781,399975,399967,931066,930598,000819,950125,931637,399986,930633,931946
2023-08-22,0.77,1.01,0.8,0.99,-0.58,3.02,-0.22,1.94,1.44,1.55,1.53,-0.19,0.9,0.79,1.72,1.1,-0.63,-0.32
2023-08-23,-1.64,-2.4,-0.28,0.06,-2.08,-3.48,-1.57,-1.54,-2.35,-2.46,-2.47,-2.63,-2.26,-3.12,0.86,-0.28,-1.97,-0.6
2023-08-24,0.72,0.68,-0.47,-0.64,2.8,-0.18,1.87,2.43,1.36,-0.01,0.08,0.09,1.79,1.14,4.51,-0.43,0.64,1.46
2023-08-25,-0.38,-1.7,0.2,0.3,-1.23,-4.42,-0.77,-3.38,0.29,-1.43,-1.21,-1.59,-1.62,-1.7,-2.33,0.85,-1.91,0.29
2023-08-28,1.17,1.13,1.38,1.22,0.66,0.92,0.56,1.29,2.36,0.75,0.79,1.48,0.42,-0.58,1.13,1.54,1.03,-0.1
2023-08-29,1.0,4.12,0.18,-0.02,2.43,3.47,1.67,3.13,-0.69,2.97,2.51,2.49,1.41,5.34,1.84,-1.35,1.97,1.26
2023-08-30,-0.04,2.53,-0.73,-1.03,0.24,2.37,-0.01,0.26,-2.75,0.92,0.82,-0.14,0.3,3.69,-1.67,-1.17,-1.19,-0.77
2023-08-31,-0.61,0.32,-1.03,-1.04,-0.46,0.03,-0.63,-1.31,-1.87,-0.73,-0.41,-0.8,-1.05,3.19,-1.32,-0.33,-0.87,-0.51
2023-09-01,0.7,-0.83,1.07,1.01,-0.36,-1.08,0.54,-0.28,0.11,-0.44,-0.45,1.02,2.21,0.37,0.0,0.96,0.95,0.7
2023-09-04,1.52,0.82,1.55,1.6,0.87,0.89,1.71,0.85,0.82,1.02,0.81,2.71,3.02,-0.78,2.24,1.96,2.05,0.58
2023-09-05,-0.74,-1.25,-0.78,-0.85,-0.68,-1.66,-0.66,-1.76,-1.07,-0.26,-0.43,-0.29,-0.41,-0.14,-2.62,-1.17,-0.5,-0.59
2023-09-06,-0.22,0.43,-0.02,0.0,-1.57,0.35,-0.69,-1.08,-0.4,1.74,1.9,0.04,-0.4,4.49,-0.01,0.32,-1.05,-0.39
2023-09-07,-1.4,-3.72,-0.53,-0.25,-1.64,-2.47,-1.31,-1.45,-0.41,-1.53,-0.98,-1.94,-1.62,-4.54,-1.75,-0.32,-0.44,-0.99
2023-09-08,-0.49,0.19,-0.65,-0.82,0.27,-0.47,-0.43,-1.15,0.5,2.17,2.08,-0.27,-0.87,1.23,0.0,-0.3,-0.06,-0.39
2023-09-11,0.74,0.67,0.73,0.81,2.17,2.05,1.57,2.26,1.52,-0.89,-1.51,0.93,1.38,-0.28,0.56,0.22,1.28,1.07
2023-09-12,-0.18,-0.65,-0.13,-0.2,-0.4,-0.14,0.01,-1.13,-0.99,-0.39,-0.21,0.18,-0.25,-1.31,-0.68,-0.17,-0.38,1.7
2023-09-13,-0.64,-1.39,0.28,0.55,-0.83,-2.64,-0.58,-1.37,-1.13,-1.5,-1.41,-1.21,-0.49,-0.45,-0.66,0.03,-0.76,-0.94
2023-09-14,-0.08,-0.94,1.0,1.3,-0.1,-1.14,-0.49,-0.37,0.41,-0.24,-0.03,-0.45,0.36,-1.79,0.57,0.96,-0.81,-0.81
2023-09-15,-0.66,0.71,-0.23,-0.26,2.32,-1.27,-0.06,0.54,-0.65,-0.24,0.02,0.05,0.01,0.99,0.19,-0.46,0.43,-0.06
2023-09-18,0.51,-0.84,0.11,0.19,1.39,-0.37,1.49,0.41,0.16,-0.57,-0.85,0.75,0.34,-2.62,-1.79,0.12,2.13,0.42
2023-09-19,-0.19,-0.67,0.67,0.84,-0.77,-1.32,-0.33,-1.63,-0.07,-1.39,-1.3,-1.41,-0.51,-0.57,-0.07,0.58,-1.58,0.22
2023-09-20,-0.4,-0.87,0.13,0.14,-0.82,-0.59,-0.53,-0.92,-0.32,-0.81,-0.98,-1.22,-0.86,-1.73,-1.53,0.35,-2.04,0.72
2023-09-21,-0.9,-0.65,-0.65,-0.56,-1.43,-0.28,-1.39,-0.79,-0.82,-0.07,-0.15,-0.78,-1.0,-0.88,-1.97,-0.59,-1.53,-1.74
2023-09-22,1.81,2.61,0.43,0.39,1.34,5.2,1.57,2.82,3.04,1.38,0.98,1.57,0.26,2.67,3.5,1.03,1.04,1.03
2023-09-25,-0.65,-0.94,-0.2,-0.12,1.48,-1.86,0.06,-0.55,-2.37,-1.27,-1.51,-1.11,-0.74,-0.63,-2.45,0.0,-1.28,-0.01
2023-09-26,-0.58,0.17,-0.45,-0.46,-0.74,1.41,-0.55,0.51,0.04,-1.06,-1.31,-0.97,-0.83,-0.93,-1.17,-0.42,-0.63,-0.41
2023-09-27,0.21,0.47,-0.34,-0.5,2.67,-0.14,0.96,0.24,0.13,0.05,0.51,0.49,-0.04,-0.14,0.37,-0.58,0.19,0.1
2023-09-28,-0.3,0.87,0.02,0.06,-1.06,0.52,-0.79,-0.04,-0.7,1.48,1.41,0.62,-0.3,4.73,-1.55,0.2,0.2,-1.47
2023-09-29,,,,,,,,,,,,,,,3.49,,,
2023-10-03,,,,,,,,,,,,,,,-2.58,,,
