日期,收盘点位,市值(港币),PE-TTM等权,PE-TTM 分位点,PE-TTM 80%分位点值,PE-TTM 50%分位点值,PE-TTM 20%分位点值
2023-11-30,=3899.6400,=8921761086738.8398,=76.9443,=0.2061,=-141.6779,=135.4435,=71.4123
2023-11-29,=3910.2400,=8838021847529.0723,=75.5112,=0.1917,=-141.6779,=135.4483,=71.4123
2023-11-28,=4000.4200,=9039109084107.1191,=79.6377,=0.2236,=-141.6779,=136.0555,=71.4750
2023-11-27,=4031.6600,=9149107522451.3516,=76.8891,=0.2080,=-139.6545,=136.6628,=71.4123
2023-11-24,=4024.8300,=9127452036533.5801,=74.6511,=0.1876,=-139.6545,=136.7849,=71.4123
2023-11-23,=4117.1200,=9336484744449.1797,=74.0495,=0.1829,=-139.6545,=136.9071,=71.4750
2023-11-22,=4029.8200,=9180615932782.2988,=72.7135,=0.1661,=-139.6545,=137.3324,=71.5768
2023-11-21,=4037.0700,=9165787822119.4707,=154.6715,=0.4976,=-139.6545,=137.7578,=71.5923
2023-11-20,=4077.5800,=9190486801206.5703,=170.4171,=0.5129,=-138.1598,=137.9620,=71.5768
2023-11-17,=3980.1500,=8956828470151.3203,=172.9722,=0.5147,=-138.1598,=137.7578,=71.5768
2023-11-16,=4049.7200,=9265407334844.6406,=181.3813,=0.5166,=-138.1598,=137.3324,=71.5768
2023-11-15,=4125.8700,=9363700776090.6719,=171.7151,=0.5565,=-138.1598,=136.9071,=71.5768
2023-11-14,=3951.7500,=8955564079467.5098,=176.6193,=0.5670,=-138.1598,=136.1777,=71.5768
2023-11-13,=3981.2700,=9044768325494.0098,=174.2857,=0.5653,=-137.3208,=135.4483,=71.4750
2023-11-10,=3892.4400,=8865915358243.3008,=169.7184,=0.5549,=-137.3208,=135.4435,=71.4750
2023-11-09,=4024.2400,=9100917435756.6602,=196.2529,=0.5889,=-137.3208,=135.4387,=71.4750
2023-11-08,=4020.8400,=9112709903497.8809,=203.5196,=0.5958,=-137.3208,=135.3904,=71.4750
2023-11-07,=4055.8400,=9163269017426.4707,=193.4350,=0.5866,=-137.3208,=135.3421,=71.4750
2023-11-06,=4098.5800,=9291743998648.0098,=193.1464,=0.5861,=-132.0696,=134.6065,=71.4123
2023-11-03,=3937.3700,=8977055722357.6016,=229.4085,=0.6166,=-132.0696,=133.8709,=71.4123
2023-11-02,=3813.4200,=8669874345408.2285,=252.7948,=0.6273,=-132.0696,=133.7009,=71.4123
2023-11-01,=3752.3700,=8582559768585.8203,=264.1479,=0.6381,=-132.0696,=133.5310,=71.4123
2023-10-31,=3759.1600,=8627596834910.5000,=257.9290,=0.6326,=-132.0696,=133.4095,=71.4123
2023-10-30,=3854.3100,=8842893486937.3691,=384.3893,=0.6933,=-131.6492,=133.2880,=71.2691
2023-10-27,=3806.1000,=8780980623538.3799,=308.7117,=0.6679,=-131.6492,=132.4729,=71.2691
2023-10-26,=3712.5500,=8567916555346.9004,=283.8217,=0.6538,=-131.6492,=131.6578,=71.2691
2023-10-25,=3700.9400,=8546627860993.2695,=261.7804,=0.6408,=-131.6492,=131.5181,=71.2691
2023-10-24,=3622.8600,=8367772708914.8291,=274.1289,=0.6504,=-131.6492,=131.3784,=71.2691
2023-10-20,=3662.1500,=8487937381898.6191,=290.0846,=0.6575,=-130.3002,=131.0644,=71.2670
2023-10-19,=3700.1500,=8579236343078.5898,=294.1998,=0.6621,=-130.3002,=130.7504,=71.2670
2023-10-18,=3771.9200,=8809071791274.0898,=231.8201,=0.6289,=-130.3002,=130.2735,=71.2670
2023-10-17,=3836.0500,=8906393447962.8184,=248.6106,=0.6335,=-130.3002,=129.7965,=71.2670
2023-10-16,=3811.6800,=8854998651980.8691,=224.3853,=0.6255,=-130.3002,=129.4675,=71.2670
2023-10-13,=3879.8400,=9004125560014.8203,=235.1700,=0.6301,=-122.2679,=129.1385,=71.1116
2023-10-12,=4019.0500,=9337019483633.7207,=230.0117,=0.6271,=-122.2679,=128.9483,=71.1116
2023-10-11,=3952.5000,=9182216669253.4102,=220.6539,=0.6253,=-122.2679,=128.7581,=71.1116
2023-10-10,=3874.6700,=9038599286567.3809,=234.8272,=0.6312,=-122.2679,=128.6174,=71.1116
2023-10-09,=3825.4800,=8934168834136.1094,=205.1370,=0.6155,=-122.2679,=128.4766,=71.1116
2023-10-06,=3816.1500,=8913394745894.0391,=181.4155,=0.5921,=-121.9274,=127.9111,=70.8446
2023-10-05,=3757.8200,=8764554996776.4697,=185.6595,=0.5967,=-121.9274,=127.3456,=70.8446
2023-10-04,=3752.4200,=8746041100010.8799,=203.0006,=0.6127,=-121.9274,=127.1004,=70.8446
2023-10-03,=3817.5200,=8884500413301.1406,=197.5136,=0.6071,=-121.9274,=126.8552,=70.8446
2023-09-29,=3920.5900,=9134431476067.3203,=199.1533,=0.5773,=-225.8172,=126.0520,=70.8446
2023-09-28,=3778.1200,=8821549089014.0098,=215.7292,=0.5921,=-223.9749,=126.0367,=70.8425
2023-09-27,=3833.8700,=8969940069002.6797,=209.1880,=0.5839,=-223.9749,=125.8943,=70.8425
2023-09-26,=3817.2700,=8933606980045.2305,=213.4819,=0.5897,=-223.9749,=125.7520,=70.8425
2023-09-25,=3882.9000,=9050650663576.2109,=215.0549,=0.5918,=-223.9749,=125.4350,=70.8425
2023-09-22,=3991.3300,=9297283595800.5996,=208.3283,=0.5861,=-223.9749,=125.1181,=70.8425
2023-09-21,=3849.2700,=8971705368127.6309,=201.2132,=0.5817,=-221.3109,=125.0581,=70.7154
2023-09-20,=3921.8300,=9143359931351.1797,=201.9150,=0.5838,=-221.3109,=124.9981,=70.7154
2023-09-19,=3984.7900,=9271681932749.1797,=174.1142,=0.5561,=-221.3109,=124.8252,=70.7154
2023-09-18,=3987.3500,=9265780143560.1016,=161.7306,=0.5271,=-221.3109,=124.6523,=70.7154
2023-09-15,=4077.9100,=9453537565724.5996,=167.9531,=0.5433,=-221.3109,=124.3735,=70.7154
2023-09-14,=4059.1500,=9436875983389.9297,=172.9746,=0.5531,=-217.4807,=124.0946,=70.6682
2023-09-13,=4041.1900,=9419773062131.4512,=171.3610,=0.5460,=-217.4807,=123.9512,=70.6682
2023-09-12,=4063.9600,=9480653897694.4512,=166.9628,=0.5429,=-217.4807,=123.8078,=70.6682
2023-09-11,=4083.1400,=9555204654789.2305,=166.0406,=0.5423,=-217.4807,=123.7320,=70.6682
2023-09-08,,,=164.0669,,,,
2023-09-07,=4091.6500,=9580835577246.1309,=164.0669,=0.5404,=-217.4807,=123.6562,=70.6682
2023-09-06,=4176.8400,=9769190064531.1797,=171.6546,=0.5528,=-207.1067,=123.5894,=70.5620
2023-09-05,=4193.4500,=9810363287886.0430,=172.3039,=0.5535,=-207.1067,=123.5227,=70.5620
2023-09-04,=4305.0200,=9988317579132.9219,=168.9894,=0.5464,=-207.1067,=123.5063,=70.5620
2023-09-01,,,=157.4796,,,,
2023-08-31,=4179.4900,=9696579634445.0391,=157.4796,=0.5301,=-207.1067,=123.4900,=70.5620
2023-08-30,=4195.4100,=9732278588107.5391,=157.5347,=0.5321,=-207.1067,=122.9773,=70.5620
2023-08-29,=4234.4300,=9833985368683.0195,=135.3180,=0.4934,=-204.1706,=122.4646,=70.5118
2023-08-28,=4127.5400,=9633085548617.1094,=159.6736,=0.5361,=-204.1706,=122.9773,=70.5118
2023-08-25,=4058.9500,=9478966877981.0430,=162.7837,=0.5171,=-204.1706,=122.4646,=70.5118
2023-08-24,=4158.0200,=9712806028309.5488,=190.4191,=0.5481,=-204.1706,=121.8115,=70.5118
2023-08-23,=4008.8600,=9407657926698.7598,=197.5566,=0.5515,=-204.1706,=121.1583,=70.5118
2023-08-22,=4000.9200,=9396951121012.0664,=221.1686,=0.5680,=-199.5999,=121.1464,=70.2750
2023-08-21,=3923.1600,=9265558342499.9102,=219.3101,=0.5661,=-199.5999,=121.1345,=70.2750
2023-08-18,=4007.3900,=9453078867748.5391,=219.6390,=0.5682,=-199.5999,=120.4956,=70.2750
2023-08-17,=4158.2800,=9768641428702.6094,=195.5910,=0.5544,=-199.5999,=119.8568,=70.2750
2023-08-16,=4126.1300,=9695820036035.6309,=235.0835,=0.5764,=-199.5999,=119.0173,=70.2750
2023-08-15,=4179.1300,=9830270131987.5703,=204.2917,=0.5625,=-197.5154,=118.1777,=69.9800
2023-08-14,=4208.4300,=9897579405362.3105,=199.7153,=0.5593,=-197.5154,=117.6683,=69.9800
2023-08-11,=4273.1900,=10045983960261.0996,=208.0583,=0.5667,=-197.5154,=117.1588,=69.9800
2023-08-10,=4378.0400,=10205899400437.8906,=215.2990,=0.6021,=-197.5154,=117.0555,=69.9800
2023-08-09,=4373.7100,=10176275527432.5684,=198.7811,=0.5963,=-197.5154,=116.9521,=69.9800
2023-08-08,=4374.2000,=10131643042106.6094,=202.1496,=0.5984,=-196.6882,=116.5355,=69.9581
2023-08-07,=4499.4300,=10386344947082.9004,=166.1654,=0.5791,=-196.6882,=116.1189,=69.9581
2023-08-04,=4497.3100,=10404596960850.1309,=172.6331,=0.5839,=-196.6882,=115.5101,=69.9581
2023-08-03,=4406.4400,=10231615215230.6504,=182.1803,=0.5914,=-196.6882,=114.9013,=69.9581
2023-08-02,=4388.7700,=10261200458667.6914,=204.4600,=0.5976,=-196.6882,=114.4286,=69.9581
2023-08-01,=4538.1000,=10592016833799.9863,=175.7071,=0.5876,=-194.4003,=113.9559,=69.6517
2023-07-31,=4549.9500,=10596024989924.2402,=176.6888,=0.5884,=-194.4003,=113.9093,=69.6517
2023-07-28,=4466.5700,=10422758984287.0703,=187.3962,=0.5919,=-194.4003,=113.8627,=69.6517
2023-07-27,=4341.1900,=10209653808776.3887,=182.1997,=0.5913,=-194.4003,=113.8469,=69.6517
2023-07-26,=4218.8300,=10017272543619.9492,=239.2554,=0.6003,=-194.4003,=113.8311,=69.6517
2023-07-25,=4257.5800,=10107978116235.2207,=225.2856,=0.5984,=-194.1021,=113.7311,=69.6435
2023-07-24,=4015.0800,=9514472093436.6797,=277.0709,=0.6060,=-194.1021,=113.6311,=69.6435
2023-07-21,=4104.3600,=9728458993276.6992,=313.1174,=0.6245,=-194.1021,=113.3235,=69.6435
2023-07-20,=4063.7400,=9653781235957.3398,=320.3183,=0.6267,=-194.1021,=113.0159,=69.6435
2023-07-19,=4114.9700,=9721097003383.9297,=321.1788,=0.6303,=-194.1021,=112.7722,=69.6435
2023-07-18,=4129.2900,=9767520061480.8789,=348.5693,=0.6393,=-191.3571,=112.5285,=69.5128
2023-07-17,,,=330.8591,,,,
2023-07-14,=4228.7100,=10092427103061.7402,=330.8591,=0.6334,=-191.3571,=112.2693,=69.5128
2023-07-13,=4237.0900,=10080526142273.8730,=295.1269,=0.6192,=-191.3571,=112.0100,=69.5128
2023-07-12,=4081.3700,=9733185043400.7188,=318.9475,=0.6296,=-191.3571,=111.9212,=69.5128
2023-07-11,=4003.0500,=9555904595296.7090,=335.8967,=0.6360,=-191.3571,=111.8324,=69.5128
2023-07-10,=3945.1100,=9399351305312.9316,=442.2895,=0.6630,=-190.0221,=111.6961,=69.4998
2023-07-07,=3901.2100,=9266548839664.1895,=406.8867,=0.6556,=-190.0221,=111.5598,=69.4998
2023-07-06,=3948.8200,=9284210607989.2109,=323.8874,=0.6345,=-190.0221,=111.4970,=69.4998
2023-07-05,=4016.5300,=9473806931506.9707,=339.9361,=0.6381,=-190.0221,=111.4341,=69.4998
2023-07-04,=4074.4200,=9610939014459.0430,=364.7275,=0.6432,=-190.0221,=110.5401,=69.4998
2023-07-03,=4054.3500,=9559457360599.4492,=277.7237,=0.6177,=-185.6808,=109.6461,=69.3511
2023-06-30,=3911.3100,=9301601895991.8105,=371.0704,=0.6436,=-185.6808,=109.2382,=69.3511
2023-06-29,=3933.4400,=9363436581631.6992,=430.7975,=0.6597,=-185.6808,=108.8303,=69.3511
2023-06-28,=4001.9700,=9512172606194.2402,=386.7923,=0.6481,=-185.6808,=108.7887,=69.3511
2023-06-27,=3972.1700,=9539571310836.8594,=537.7112,=0.6769,=-185.6808,=108.7472,=69.3511
2023-06-26,=3872.6100,=9302353605219.2305,=512.8863,=0.6722,=-185.4538,=108.6711,=69.3373
2023-06-23,=3879.3300,=9373227074128.7402,=534.5937,=0.6760,=-185.4538,=108.5950,=69.3373
2023-06-21,=3961.5800,=9520733650320.0664,=415.9580,=0.6573,=-185.4538,=108.5398,=69.3373
2023-06-20,=4075.1700,=9804626274722.2109,=462.5496,=0.6639,=-185.4538,=108.4847,=69.3373
2023-06-19,=4178.2500,=10013853229406.9082,=417.2303,=0.6592,=-185.4538,=107.5823,=69.3373
2023-06-16,=4233.4900,=10174182868759.3496,=389.0873,=0.6545,=-182.0516,=106.6799,=69.2288
2023-06-15,=4198.3200,=10009807625123.0996,=547.6749,=0.6779,=-182.0516,=106.2671,=69.2288
2023-06-14,=4052.6900,=9662064486920.5098,=519.1456,=0.6732,=-182.0516,=105.8543,=69.2288
2023-06-13,=4038.2000,=9650285486490.4980,=776.9730,=0.6883,=-182.0516,=105.8235,=69.2288
2023-06-12,=3944.6700,=9447931062915.1309,=1057.7796,=0.6907,=-182.0516,=105.7926,=69.2288
2023-06-09,=3934.2200,=9411318641645.2285,=745.9628,=0.6888,=-180.2889,=105.6129,=69.1139
2023-06-08,=3894.3000,=9338382259981.3301,=-6963.0851,=0.7096,=-180.2889,=105.4332,=69.1139
2023-06-07,=3921.0200,=9373722261496.5391,=-11300.0245,=0.7092,=-180.2889,=105.3306,=69.1139
2023-06-06,=3834.3400,=9201006231500.3594,=2725.4614,=0.7074,=-180.2889,=105.2280,=69.1139
2023-06-05,=3840.7700,=9264191053143.8809,=9083.7143,=0.7084,=-180.2889,=103.8559,=69.1139
2023-06-02,=3824.2800,=9211422416024.5488,=1585.2306,=0.7051,=-180.2054,=102.4837,=68.9535
2023-06-01,=3630.8700,=8700380133034.0498,=-921.1791,=0.7204,=-180.2054,=102.0720,=68.9535
2023-05-31,=3626.7300,=8649985356048.2305,=-848.3699,=0.7214,=-180.2054,=101.6603,=68.9535
2023-05-30,=3702.1300,=8837606934020.7988,=-1011.7657,=0.7167,=-180.2054,=101.6330,=68.9535
2023-05-29,=3647.2600,=8730565672418.3301,=-672.5548,=0.7249,=-180.2054,=101.6058,=68.9535
2023-05-25,=3691.1600,=8889335414363.3008,=-319.2914,=0.7461,=-178.6774,=101.2921,=68.8924
2023-05-24,=3775.9300,=9138069678824.0078,=-579.1224,=0.8391,=-153.1049,=100.9784,=68.8924
2023-05-23,=3852.4500,=9298382191399.9570,=-504.3449,=0.8374,=-177.1120,=99.5425,=68.8924
2023-05-22,=3903.5800,=9407227080058.2109,=-280.3843,=0.8674,=-178.5755,=98.1067,=68.8924
2023-05-19,=3821.7300,=9215470941430.0996,=-249.5465,=0.7662,=-178.6774,=97.9954,=68.8924
2023-05-18,=3917.0900,=9496127440549.5801,=-220.6294,=0.7775,=-178.5755,=97.8842,=68.8610
2023-05-17,=3870.0900,=9420226004721.5898,=-227.1819,=0.7757,=-178.5755,=97.6255,=68.8610
2023-05-16,=3958.2500,=9562090026655.6016,=-231.1571,=0.7739,=-178.5755,=97.3668,=68.8610
2023-05-15,=3925.5000,=9471816929452.9902,=-250.9463,=0.7663,=-178.5755,=97.3640,=68.8610
2023-05-12,=3874.1100,=9281619246272.0098,=-282.0772,=0.7616,=-178.5755,=97.3612,=68.8610
2023-05-11,=3862.8500,=9187398223585.0898,=-232.4292,=0.7729,=-177.1120,=97.2173,=68.4327
2023-05-10,=3811.6600,=9137434890420.7793,=-228.6783,=0.7741,=-177.1120,=97.0733,=68.4327
2023-05-09,=3798.7000,=9110265012541.2598,=-247.5810,=0.7693,=-177.1120,=96.9144,=68.4327
2023-05-08,=3914.3400,=9409585518217.3008,=-264.7696,=0.7690,=-177.1120,=96.7556,=68.4327
2023-05-05,=3895.5300,=9408214604577.6602,=-243.2700,=0.7716,=-177.1120,=96.6215,=68.4327
2023-05-04,=3856,=9273864330146.4199,=-202.5772,=0.7786,=-153.1049,=96.4873,=68.3504
2023-05-03,=3835.0600,=9258794353211.8496,=-182.5547,=0.7944,=-153.1049,=96.4476,=68.3504
2023-05-02,=3898.5900,=9425768152248.9219,=-199.4637,=0.7824,=-153.1049,=96.4080,=68.3504
2023-04-28,=3901.5200,=9416145462867.4199,=-210.0383,=0.7791,=-153.1049,=96.3630,=68.3504
2023-04-27,=3861.9800,=9370584350508.3105,=-194.0591,=0.7861,=-153.1049,=96.3181,=68.3504
2023-04-26,=3872.0100,=9438722781141.5605,=-187.9617,=0.7843,=-147.8145,=96.3015,=68.2770
2023-04-25,=3824.0900,=9317220268073.6504,=-176.2508,=0.7914,=-147.8145,=96.2850,=68.2770
2023-04-24,=3961.1700,=9603446118673.4004,=-179.6899,=0.7896,=-147.8145,=96.2235,=68.2770
2023-04-21,=3969.9400,=9666468296669.3086,=-160.3126,=0.7923,=-147.8145,=96.1620,=68.2770
2023-04-20,=4098.3500,=9949103968159.8906,=-174.7822,=0.7875,=-147.8145,=96.1352,=68.2770
2023-04-19,=4102.0200,=9940804240705.9336,=-222.7629,=0.7813,=-139.6545,=96.1084,=67.7976
2023-04-18,=4202.6700,=10167642033356.3789,=-264.9003,=0.7660,=-139.6545,=96.0882,=67.7976
2023-04-17,=4254.0100,=10279071183914.2500,=-253.7015,=0.7731,=-139.6545,=96.0681,=67.7976
2023-04-14,=4164.0300,=10094036921249.9121,=-224.5670,=0.7803,=-139.6545,=95.6627,=67.7976
2023-04-13,=4159.8500,=10074574121715.9785,=-248.5195,=0.7769,=-139.6545,=95.2573,=67.7976
2023-04-12,=4166.7700,=10069054166552.0703,=-264.6657,=0.7721,=-138.1598,=95.2462,=67.7424
2023-04-11,=4248.1400,=10395345050807.1016,=-272.9275,=0.7688,=-138.1598,=95.2351,=67.7424
2023-04-06,=4237.6300,=10438987014167.4004,=-246.2565,=0.7774,=-138.1598,=95.0980,=67.7424
2023-04-04,=4233.4200,=10414191555985.9805,=-336.1813,=0.7681,=-138.1598,=94.9608,=67.7424
2023-04-03,=4302.5200,=10591229267990.0664,=-461.1338,=0.7617,=-138.1598,=94.8260,=67.7424
2023-03-31,=4303.7100,=10630158832405.2793,=-422.7455,=0.7628,=-132.0696,=94.6913,=67.7356
2023-03-30,=4270.3200,=10585766889720.3711,=-451.4174,=0.7625,=-132.0696,=94.5098,=67.7356
2023-03-29,=4246.3500,=10515385105394.3613,=-269.4034,=0.7697,=-132.0696,=94.3283,=67.7356
2023-03-28,=4144.1200,=10149756884986.0137,=-109.1767,=0.8058,=-132.0696,=94.3059,=67.7356
2023-03-27,=4105.6900,=9967545504131.6113,=-108.1545,=0.7994,=-138.1598,=94.2836,=67.7356
2023-03-24,=4224.8500,=10268277689096.2891,=-108.9985,=0.7991,=-132.0696,=94.2283,=67.6819
2023-03-23,=4198.9900,=10248892577432.8691,=-91.9815,=0.8064,=-132.0696,=94.1731,=67.6819
2023-03-22,=4009.1300,=9697427146340.0703,=-85.6725,=0.8092,=-147.8145,=94.0854,=67.6819
2023-03-21,=3965.1700,=9569334255659.5898,=-90.8982,=0.8119,=-153.1049,=93.9978,=67.6819
2023-03-20,=3870.2700,=9357414130880.3496,=-86.3171,=0.8147,=-177.1120,=93.9545,=67.6819
2023-03-17,=3979.8000,=9567051070587.1699,=-94.1503,=0.8113,=-177.1120,=93.9111,=67.1597
2023-03-16,=3811.8100,=9314326634405.9902,=-87.1904,=0.8141,=-178.5755,=93.8634,=67.1597
2023-03-15,=3866.2600,=9496195275113.2617,=-80.5608,=0.8292,=-178.6774,=93.8157,=67.1597
2023-03-14,=3790.6200,=9332244120827.6680,=-77.4817,=0.8336,=-185.4538,=93.6410,=67.1597
2023-03-13,=3891.4800,=9550730000330.1895,=-76.4664,=0.8364,=-190.0221,=93.4664,=67.1597
2023-03-10,=3782.2200,=9250989222918.4297,=-53.0477,=0.9258,=-190.0221,=93.3273,=67.1353
2023-03-09,=3930.9400,=9587503050339.3008,=-52.8118,=0.9288,=-194.1021,=93.1883,=67.1353
2023-03-08,=3989.2800,=9764557480280.0293,=-53.3709,=0.9504,=-204.1706,=93.1458,=67.1353
2023-03-07,=4122.6000,=10077198644396.3887,=-55.0117,=0.9488,=-221.3109,=93.1033,=67.1353
2023-03-06,=4177.2500,=10187231284174.0898,=-58.6391,=0.9331,=-233.0912,=93.0694,=67.1353
2023-03-03,=4211.3100,=10255749506238.2402,=-58.1154,=0.9361,=-233.0912,=93.0354,=66.8760
2023-03-02,=4126.3100,=10095971046799.2305,=-55.0946,=0.9485,=-243.4078,=93.0310,=66.8760
2023-03-01,=4185.6200,=10317271828957.6797,=-63.0848,=0.9297,=-289.6766,=93.0266,=66.8760
2023-02-28,=3925.0600,=9664219445077.1406,=-56.2803,=0.9484,=-301.9863,=92.8462,=66.8760
2023-02-27,=3989.8300,=9840491364409.5898,=-58.0695,=0.9404,=-307.4619,=92.6659,=66.8760
2023-02-24,=4010.6600,=9860974337760.1992,=-57.4350,=0.9466,=-307.4619,=92.4745,=66.5195
2023-02-23,=4149.1200,=10227596968174.4395,=-57.9363,=0.9434,=-310.2256,=92.2831,=66.5195
2023-02-22,=4100.5800,=10126962335277.3691,=-57.7032,=0.9449,=-320.1685,=92.1625,=66.5195
2023-02-21,=4158.0400,=10283449058630.3711,=-58.9581,=0.9448,=-335.4125,=92.0419,=66.5195
2023-02-20,=4311.6100,=10710806096423.5898,=-61.9867,=0.9415,=-435.1478,=92.0035,=66.5195
2023-02-17,=4257.6300,=10610034243025.9707,=-63.6616,=0.9399,=-435.1478,=91.9651,=66.1367
2023-02-16,=4367.1000,=10872883523225.7207,=-68.1548,=0.9350,=-450.2046,=91.9605,=66.1367
2023-02-15,=4288.7500,=10686677831942.7305,=-67.2374,=0.9365,=-460.5076,=91.9558,=66.1367
2023-02-14,=4330.6000,=10780294048874.4785,=-69.8382,=0.9316,=-811.2749,=91.5296,=66.1367
2023-02-13,=4374.9000,=10929637746112.0293,=-72.0862,=0.9252,=-845.3210,=91.1033,=66.1367
2023-02-10,=4362.2200,=10883369094416.0215,=-70.7315,=0.9314,=-845.3210,=91.0124,=65.9342
2023-02-09,=4571.7100,=11330957049810.6914,=-80.3082,=0.8978,=-859.3194,=90.9216,=65.9342
2023-02-08,=4431.5800,=11010732955686.5293,=-76.0813,=0.9120,=-1066.4271,=90.7159,=65.9342
2023-02-07,=4516.3100,=11148070684593.0098,=-85.4563,=0.8846,=-1113.5878,=90.5102,=65.9342
2023-02-06,=4464.8200,=11003045351267.2402,=-89.2668,=0.8732,=-1311.8293,=90.4735,=65.9342
2023-02-03,=4634.1900,=11354490192052.8516,=-91.7075,=0.8762,=-1311.8293,=90.4369,=65.7805
2023-02-02,=4696.5500,=11493159137995.6387,=-91.8343,=0.8760,=-1840.0886,=90.3840,=65.7805
2023-02-01,=4695.7000,=11552773269418.7207,=-96.9171,=0.8710,=4190.1647,=90.3312,=65.7805
2023-01-31,=4542.5800,=11268402400059.5898,=-86.8564,=0.8934,=2352.1666,=90.3215,=65.7805
2023-01-30,=4580.2200,=11392178833877.3203,=-87.5531,=0.8867,=1648.0253,=90.3118,=65.7805
2023-01-27,=4813.2300,=12036116183590.0508,=-89.9143,=0.8801,=1648.0253,=90.2781,=65.4002
2023-01-26,=4763.6100,=11902634371725.0020,=-77.4343,=0.9188,=1645.6152,=90.2445,=65.4002
2023-01-20,=4568.7900,=11506243996397.8613,=-70.9412,=0.9333,=1437.6109,=90.1515,=65.4002
2023-01-19,=4449.9100,=11180918003958.5293,=-70.8062,=0.9349,=1319.8711,=90.0586,=65.4002
2023-01-18,=4524.6700,=11291484892119.5215,=-73.4030,=0.9315,=1316.3806,=90.0519,=65.4002
2023-01-17,=4500.5400,=11241231397504.8594,=-75.2852,=0.9281,=1316.3806,=90.0451,=64.4348
2023-01-16,=4506.7200,=11216096432499.7891,=-77.8488,=0.9247,=1282.4425,=90.0264,=64.4348
2023-01-13,=4554.7800,=11296859170628.1211,=-81.5582,=0.9148,=1274.9499,=90.0076,=64.4348
2023-01-12,=4487.0700,=11119128736975.8691,=-75.4776,=0.9179,=1213.4018,=89.8764,=64.4348
2023-01-11,=4547.1200,=11292216807291.4102,=-84.2506,=0.8931,=807.6352,=89.7452,=64.4348
2023-01-10,=4558.5800,=11167967074056.6387,=-83.1716,=0.8979,=807.6352,=89.3437,=64.3376
2023-01-09,=4570.7200,=11187863770503.7012,=-82.7048,=0.9026,=696.0651,=88.9421,=64.3376
2023-01-06,=4431.1200,=10789765997008.5898,=-84.4514,=0.8975,=678.0644,=88.9039,=64.3376
2023-01-05,=4494.2200,=10846414456227.2109,=-92.0174,=0.8924,=659.1418,=88.8657,=64.3376
2023-01-04,=4427.1700,=10783318924994.8398,=-89.5130,=0.8939,=656.1741,=88.8164,=64.3376
2023-01-03,=4233.3700,=10246061747848.9902,=-79.2542,=0.9086,=656.1741,=88.7671,=63.4680
2022-12-30,=4128.7900,=9981014857002.4805,=-73.6060,=0.9201,=611.3937,=88.7331,=63.4680
2022-12-29,=4107.4300,=9985392201494.9219,=-70.2701,=0.9283,=592.0162,=88.6990,=63.4680
2022-12-28,=4212.4400,=10078728940358.7305,=-73.3687,=0.9232,=589.0169,=88.6985,=63.4680
2022-12-23,=4124.3300,=9942037650625.5195,=-75.5218,=0.9214,=578.7854,=88.6979,=63.4680
2022-12-22,=4210.5300,=10113001683555.6504,=-77.4267,=0.9179,=578.7854,=88.6891,=63.1373
2022-12-21,=4024.8400,=9666689578715.6113,=-69.3072,=0.9295,=539.8344,=88.6804,=63.1373
2022-12-20,=3996.3600,=9614296148518.8496,=-67.2718,=0.9328,=516.7462,=88.6586,=63.1373
2022-12-19,=4125.0600,=9925651224641.4688,=-72.0936,=0.9293,=512.3789,=88.6368,=63.1373
2022-12-16,=4149.2200,=9913193721479.8984,=-73.1026,=0.9292,=507.6954,=88.4181,=63.1373
2022-12-15,=4136.4200,=9884270219388.8906,=-72.5116,=0.9291,=507.6954,=88.1994,=63.0796
2022-12-14,=4237.6600,=10151610266567.7109,=-80.0488,=0.9205,=506.5099,=88.0283,=63.0796
2022-12-13,=4223.2000,=10042400049459,=-80.3366,=0.9186,=505.9135,=87.8571,=63.0796
2022-12-12,=4192.6700,=10001956239277.5898,=-85.7255,=0.9151,=485.3500,=87.8433,=63.0796
2022-12-09,=4369.5300,=10407938191586.0801,=-95.6079,=0.9014,=460.9246,=87.8294,=63.0796
2022-12-08,=4270.2100,=10140291250871.2695,=-93.8076,=0.9080,=460.9246,=87.7255,=62.1667
2022-12-07,=4004.3100,=9564219018648.7402,=-77.2386,=0.9232,=451.7585,=87.6215,=62.1667
2022-12-06,=4161.2100,=9975159431016.8691,=-77.5871,=0.9231,=433.2167,=87.5173,=62.1667
2022-12-05,=4238.2000,=10147799622714.4492,=-84.6502,=0.9195,=424.8239,=87.4130,=62.1667
2022-12-02,=3878.8100,=9383505162663.7207,=-61.5535,=0.9331,=414.2199,=87.3835,=62.1667
2022-12-01,=3839.2700,=9266783756915.1621,=-57.0741,=0.9399,=414.2199,=87.3539,=62.1159
2022-11-30,=3798.1900,=9097264606292.8809,=-51.1375,=0.9466,=408.0486,=87.2314,=62.1159
2022-11-29,=3695.8000,=8894293154808.6406,=-42.5090,=0.9672,=407.0703,=87.1088,=62.1159
2022-11-28,=3432.8600,=8238695361562.2598,=-37.6999,=0.9810,=383.6885,=86.8979,=62.1159
2022-11-25,=3500.3100,=8385759614171.1797,=-37.5400,=0.9827,=383.0036,=86.6869,=62.1159
2022-11-24,=3582.9500,=8580484464455.6904,=-39.6605,=0.9775,=383.0036,=86.5584,=61.0283
2022-11-23,=3555.0200,=8543089300661.2598,=-39.5917,=0.9792,=373.9455,=86.4299,=61.0283
